deck_id,card_id
A2,13
A2,14
A2,15
A2,16
A2,17
A2,18
A2,19
A2,20
A2,21
A2,22
A2,23
A2,24
A2,25
A2,26
A2,27
A2,28
A2,29
A2,30
A2,31
A2,32
A2,33
A2,34
A2,35
A2,36
A2,37
A2,38
A2,39
A2,40
A2,41
A2,42
A2,43
A2,44
A2,45
A2,46
A2,47
A2,48
A2,49
A2,50
A2,51
A2,52
A2,53
A2,54
A2,55
A2,56
A2,57
A2,58
A2,59
A2,60
A2,61
A2,62
A2,63
A2,64
A2,65
A2,66
A2,67
A2,68
A2,69
A2,70
A2,71
A2,72
A2,73
A2,74
A2,75
A2,76
A2,77
A2,78
A2,79
A2,80
A2,81
A2,82
A2,83
A2,84
A2,85
A2,86
A2,87
A2,88
A2,89
A2,90
A2,91
A2,92
A2,93
A2,94
A2,95
A2,96
A2,97
A2,98
A2,99
A2,100
A2,101
A2,102
A2,103
A2,104
A2,105
A2,106
A2,107
A2,108
A2,109
A2,110
A2,111
A2,112
A2,113
A2,114
A2,115
A2,116
A2,117
A2,118
A2,119
A2,120
A2,121
A2,122
A2,123
A2,124
A2,125
A2,126
A2,127
A2,128
A2,129
A2,130
A2,131
A2,132
A2,133
A2,134
A2,135
A2,136
A2,137
A2,138
A2,139
A2,140
A2,141
A2,142
A2,143
A2,144
A2,145
A2,146
A2,147
A2,148
A2,149
A2,150
A2,151
A2,152
A2,153
A2,154
A2,155
A2,156
A2,157
A2,158
A2,159
A2,160
A2,161
A2,162
A2,163
A2,164
A2,165
A2,166
A2,167
A2,168
A2,169
A2,170
A2,171
A2,172
A2,173
A2,174
A2,175
A2,176
A2,177
A2,178
A2,179
A2,180
A2,181
A2,182
A2,183
A2,184
A2,185
A2,186
A2,187
A2,188
A2,189
A2,190
A2,191
A2,192
A2,193
A2,194
A2,195
A2,196
A2,197
A2,198
A2,199
A2,200
A2,201
A2,202
A2,203
A2,204
A2,205
A2,206
A2,207
A2b,1
A2b,2
A2b,3
A2b,4
A2b,5
A2b,6
A2b,7
A2b,8
A2b,9
A2b,10
A2b,11
A2b,12
A2b,13
A2b,14
A2b,15
A2b,16
A2b,17
A2b,18
A2b,19
A2b,20
A2b,21
A2b,22
A2b,23
A2b,24
A2b,25
A2b,26
A2b,27
A2b,28
A2b,29
A2b,30
A2b,31
A2b,32
A2b,33
A2b,34
A2b,35
A2b,36
A2b,37
A2b,38
A2b,39
A2b,40
A2b,41
A2b,42
A2b,43
A2b,44
A2b,45
A2b,46
A2b,47
A2b,48
A2b,49
A2b,50
A2b,51
A2b,52
A2b,53
A2b,54
A2b,55
A2b,56
A2b,57
A2b,58
A2b,59
A2b,60
A2b,61
A2b,62
A2b,63
A2b,64
A2b,65
A2b,66
A2b,67
A2b,68
A2b,69
A2b,70
A2b,71
A2b,72
A2b,73
A2b,74
A2b,75
A2b,76
A2b,77
A2b,78
A2b,79
A2b,80
A2b,81
A2b,82
A2b,83
A2b,84
A2b,85
A2b,86
A2b,87
A2b,88
A2b,89
A2b,90
A2b,91
A2b,92
A2b,93
A2b,94
A2b,95
A2b,96
A2b,97
A2b,98
A2b,99
A2b,100
A2b,101
A2b,102
A2b,103
A2b,104
A2b,105
A2b,106
A2b,107
A2b,108
A2b,109
A2b,110
A2b,111
